number,filename,url,status,content_type,content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,uris,error
463,463.m3u8,https://streaming.televizor-24-tochka.ru/live/463.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/463.m3u8,https://streaming.televizor-24-tochka.ru/live/463.m3u8,nginx,,0,248.8,HTTP_412,False,,,,,,,,,,,,,,,,,
464,464.m3u8,https://streaming.televizor-24-tochka.ru/live/464.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/464.m3u8,https://streaming.televizor-24-tochka.ru/live/464.m3u8,nginx,,0,250.5,HTTP_412,False,,,,,,,,,,,,,,,,,
465,465.m3u8,https://streaming.televizor-24-tochka.ru/live/465.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/465.m3u8,https://streaming.televizor-24-tochka.ru/live/465.m3u8,nginx,,0,248.94,HTTP_412,False,,,,,,,,,,,,,,,,,
466,466.m3u8,https://streaming.televizor-24-tochka.ru/live/466.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/466.m3u8,https://streaming.televizor-24-tochka.ru/live/466.m3u8,nginx,,0,250.08,HTTP_412,False,,,,,,,,,,,,,,,,,
467,467.m3u8,https://streaming.televizor-24-tochka.ru/live/467.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/467.m3u8,https://streaming.televizor-24-tochka.ru/live/467.m3u8,nginx,,0,253.85,HTTP_412,False,,,,,,,,,,,,,,,,,
468,468.m3u8,https://streaming.televizor-24-tochka.ru/live/468.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/468.m3u8,https://streaming.televizor-24-tochka.ru/live/468.m3u8,nginx,,0,250.87,HTTP_412,False,,,,,,,,,,,,,,,,,
469,469.m3u8,https://streaming.televizor-24-tochka.ru/live/469.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/469.m3u8,https://streaming.televizor-24-tochka.ru/live/469.m3u8,nginx,,0,491.27,HTTP_412,False,,,,,,,,,,,,,,,,,
470,470.m3u8,https://streaming.televizor-24-tochka.ru/live/470.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/470.m3u8,https://streaming.televizor-24-tochka.ru/live/470.m3u8,nginx,,0,388.02,HTTP_412,False,,,,,,,,,,,,,,,,,
471,471.m3u8,https://streaming.televizor-24-tochka.ru/live/471.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/471.m3u8,https://streaming.televizor-24-tochka.ru/live/471.m3u8,nginx,,0,761.72,HTTP_412,False,,,,,,,,,,,,,,,,,
472,472.m3u8,https://streaming.televizor-24-tochka.ru/live/472.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/472.m3u8,https://streaming.televizor-24-tochka.ru/live/472.m3u8,nginx,,0,251.02,HTTP_412,False,,,,,,,,,,,,,,,,,
473,473.m3u8,https://streaming.televizor-24-tochka.ru/live/473.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/473.m3u8,https://streaming.televizor-24-tochka.ru/live/473.m3u8,nginx,,0,250.36,HTTP_412,False,,,,,,,,,,,,,,,,,
474,474.m3u8,https://streaming.televizor-24-tochka.ru/live/474.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/474.m3u8,https://streaming.televizor-24-tochka.ru/live/474.m3u8,nginx,,0,252.99,HTTP_412,False,,,,,,,,,,,,,,,,,
475,475.m3u8,https://streaming.televizor-24-tochka.ru/live/475.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/475.m3u8,https://streaming.televizor-24-tochka.ru/live/475.m3u8,nginx,,0,251.38,HTTP_412,False,,,,,,,,,,,,,,,,,
476,476.m3u8,https://streaming.televizor-24-tochka.ru/live/476.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/476.m3u8,https://streaming.televizor-24-tochka.ru/live/476.m3u8,nginx,,0,248.67,HTTP_412,False,,,,,,,,,,,,,,,,,
477,477.m3u8,https://streaming.televizor-24-tochka.ru/live/477.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/477.m3u8,https://streaming.televizor-24-tochka.ru/live/477.m3u8,nginx,,0,249.02,HTTP_412,False,,,,,,,,,,,,,,,,,
478,478.m3u8,https://streaming.televizor-24-tochka.ru/live/478.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/478.m3u8,https://streaming.televizor-24-tochka.ru/live/478.m3u8,nginx,,0,249.77,HTTP_412,False,,,,,,,,,,,,,,,,,
479,479.m3u8,https://streaming.televizor-24-tochka.ru/live/479.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/479.m3u8,https://streaming.televizor-24-tochka.ru/live/479.m3u8,nginx,,0,251.2,HTTP_412,False,,,,,,,,,,,,,,,,,
480,480.m3u8,https://streaming.televizor-24-tochka.ru/live/480.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/480.m3u8,https://streaming.televizor-24-tochka.ru/live/480.m3u8,nginx,,0,270.8,HTTP_412,False,,,,,,,,,,,,,,,,,
481,481.m3u8,https://streaming.televizor-24-tochka.ru/live/481.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/481.m3u8,https://streaming.televizor-24-tochka.ru/live/481.m3u8,nginx,,0,255.24,HTTP_412,False,,,,,,,,,,,,,,,,,
482,482.m3u8,https://streaming.televizor-24-tochka.ru/live/482.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/482.m3u8,https://streaming.televizor-24-tochka.ru/live/482.m3u8,nginx,,0,249.89,HTTP_412,False,,,,,,,,,,,,,,,,,
483,483.m3u8,https://streaming.televizor-24-tochka.ru/live/483.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/483.m3u8,https://streaming.televizor-24-tochka.ru/live/483.m3u8,nginx,,0,249.88,HTTP_412,False,,,,,,,,,,,,,,,,,
484,484.m3u8,https://streaming.televizor-24-tochka.ru/live/484.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/484.m3u8,https://streaming.televizor-24-tochka.ru/live/484.m3u8,nginx,,0,248.44,HTTP_412,False,,,,,,,,,,,,,,,,,
485,485.m3u8,https://streaming.televizor-24-tochka.ru/live/485.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/485.m3u8,https://streaming.televizor-24-tochka.ru/live/485.m3u8,nginx,,0,250.87,HTTP_412,False,,,,,,,,,,,,,,,,,
486,486.m3u8,https://streaming.televizor-24-tochka.ru/live/486.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/486.m3u8,https://streaming.televizor-24-tochka.ru/live/486.m3u8,nginx,,0,255.86,HTTP_412,False,,,,,,,,,,,,,,,,,
487,487.m3u8,https://streaming.televizor-24-tochka.ru/live/487.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/487.m3u8,https://streaming.televizor-24-tochka.ru/live/487.m3u8,nginx,,0,248.27,HTTP_412,False,,,,,,,,,,,,,,,,,
488,488.m3u8,https://streaming.televizor-24-tochka.ru/live/488.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/488.m3u8,https://streaming.televizor-24-tochka.ru/live/488.m3u8,nginx,,0,250.82,HTTP_412,False,,,,,,,,,,,,,,,,,
489,489.m3u8,https://streaming.televizor-24-tochka.ru/live/489.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/489.m3u8,https://streaming.televizor-24-tochka.ru/live/489.m3u8,nginx,,0,248.19,HTTP_412,False,,,,,,,,,,,,,,,,,
490,490.m3u8,https://streaming.televizor-24-tochka.ru/live/490.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/490.m3u8,https://streaming.televizor-24-tochka.ru/live/490.m3u8,nginx,,0,249.38,HTTP_412,False,,,,,,,,,,,,,,,,,
491,491.m3u8,https://streaming.televizor-24-tochka.ru/live/491.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/491.m3u8,https://streaming.televizor-24-tochka.ru/live/491.m3u8,nginx,,0,248.65,HTTP_412,False,,,,,,,,,,,,,,,,,
492,492.m3u8,https://streaming.televizor-24-tochka.ru/live/492.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/492.m3u8,https://streaming.televizor-24-tochka.ru/live/492.m3u8,nginx,,0,250.07,HTTP_412,False,,,,,,,,,,,,,,,,,
493,493.m3u8,https://streaming.televizor-24-tochka.ru/live/493.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/493.m3u8,https://streaming.televizor-24-tochka.ru/live/493.m3u8,nginx,,0,676.87,HTTP_412,False,,,,,,,,,,,,,,,,,
494,494.m3u8,https://streaming.televizor-24-tochka.ru/live/494.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/494.m3u8,https://streaming.televizor-24-tochka.ru/live/494.m3u8,nginx,,0,249.34,HTTP_412,False,,,,,,,,,,,,,,,,,
495,495.m3u8,https://streaming.televizor-24-tochka.ru/live/495.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/495.m3u8,https://streaming.televizor-24-tochka.ru/live/495.m3u8,nginx,,0,248.54,HTTP_412,False,,,,,,,,,,,,,,,,,
496,496.m3u8,https://streaming.televizor-24-tochka.ru/live/496.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/496.m3u8,https://streaming.televizor-24-tochka.ru/live/496.m3u8,nginx,,0,249.65,HTTP_412,False,,,,,,,,,,,,,,,,,
497,497.m3u8,https://streaming.televizor-24-tochka.ru/live/497.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/497.m3u8,https://streaming.televizor-24-tochka.ru/live/497.m3u8,nginx,,0,248.38,HTTP_412,False,,,,,,,,,,,,,,,,,
498,498.m3u8,https://streaming.televizor-24-tochka.ru/live/498.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/498.m3u8,https://streaming.televizor-24-tochka.ru/live/498.m3u8,nginx,,0,249.0,HTTP_412,False,,,,,,,,,,,,,,,,,
499,499.m3u8,https://streaming.televizor-24-tochka.ru/live/499.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/499.m3u8,https://streaming.televizor-24-tochka.ru/live/499.m3u8,nginx,,0,251.47,HTTP_412,False,,,,,,,,,,,,,,,,,
500,500.m3u8,https://streaming.televizor-24-tochka.ru/live/500.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/500.m3u8,https://streaming.televizor-24-tochka.ru/live/500.m3u8,nginx,,0,248.77,HTTP_412,False,,,,,,,,,,,,,,,,,
501,501.m3u8,https://streaming.televizor-24-tochka.ru/live/501.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/501.m3u8,https://streaming.televizor-24-tochka.ru/live/501.m3u8,nginx,,0,252.24,HTTP_412,False,,,,,,,,,,,,,,,,,
502,502.m3u8,https://streaming.televizor-24-tochka.ru/live/502.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/502.m3u8,https://streaming.televizor-24-tochka.ru/live/502.m3u8,nginx,,0,253.74,HTTP_412,False,,,,,,,,,,,,,,,,,
503,503.m3u8,https://streaming.televizor-24-tochka.ru/live/503.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/503.m3u8,https://streaming.televizor-24-tochka.ru/live/503.m3u8,nginx,,0,248.14,HTTP_412,False,,,,,,,,,,,,,,,,,
504,504.m3u8,https://streaming.televizor-24-tochka.ru/live/504.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/504.m3u8,https://streaming.televizor-24-tochka.ru/live/504.m3u8,nginx,,0,253.62,HTTP_412,False,,,,,,,,,,,,,,,,,
505,505.m3u8,https://streaming.televizor-24-tochka.ru/live/505.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/505.m3u8,https://streaming.televizor-24-tochka.ru/live/505.m3u8,nginx,,0,249.29,HTTP_412,False,,,,,,,,,,,,,,,,,
506,506.m3u8,https://streaming.televizor-24-tochka.ru/live/506.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/506.m3u8,https://streaming.televizor-24-tochka.ru/live/506.m3u8,nginx,,0,248.96,HTTP_412,False,,,,,,,,,,,,,,,,,
507,507.m3u8,https://streaming.televizor-24-tochka.ru/live/507.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/507.m3u8,https://streaming.televizor-24-tochka.ru/live/507.m3u8,nginx,,0,250.22,HTTP_412,False,,,,,,,,,,,,,,,,,
508,508.m3u8,https://streaming.televizor-24-tochka.ru/live/508.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/508.m3u8,https://streaming.televizor-24-tochka.ru/live/508.m3u8,nginx,,0,250.66,HTTP_412,False,,,,,,,,,,,,,,,,,
509,509.m3u8,https://streaming.televizor-24-tochka.ru/live/509.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/509.m3u8,https://streaming.televizor-24-tochka.ru/live/509.m3u8,nginx,,0,248.93,HTTP_412,False,,,,,,,,,,,,,,,,,
510,510.m3u8,https://streaming.televizor-24-tochka.ru/live/510.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/510.m3u8,https://streaming.televizor-24-tochka.ru/live/510.m3u8,nginx,,0,249.56,HTTP_412,False,,,,,,,,,,,,,,,,,
511,511.m3u8,https://streaming.televizor-24-tochka.ru/live/511.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/511.m3u8,https://streaming.televizor-24-tochka.ru/live/511.m3u8,nginx,,0,249.2,HTTP_412,False,,,,,,,,,,,,,,,,,
512,512.m3u8,https://streaming.televizor-24-tochka.ru/live/512.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/512.m3u8,https://streaming.televizor-24-tochka.ru/live/512.m3u8,nginx,,0,249.34,HTTP_412,False,,,,,,,,,,,,,,,,,
513,513.m3u8,https://streaming.televizor-24-tochka.ru/live/513.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/513.m3u8,https://streaming.televizor-24-tochka.ru/live/513.m3u8,nginx,,0,249.18,HTTP_412,False,,,,,,,,,,,,,,,,,
514,514.m3u8,https://streaming.televizor-24-tochka.ru/live/514.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/514.m3u8,https://streaming.televizor-24-tochka.ru/live/514.m3u8,nginx,,0,251.67,HTTP_412,False,,,,,,,,,,,,,,,,,
515,515.m3u8,https://streaming.televizor-24-tochka.ru/live/515.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/515.m3u8,https://streaming.televizor-24-tochka.ru/live/515.m3u8,nginx,,0,248.57,HTTP_412,False,,,,,,,,,,,,,,,,,
516,516.m3u8,https://streaming.televizor-24-tochka.ru/live/516.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/516.m3u8,https://streaming.televizor-24-tochka.ru/live/516.m3u8,nginx,,0,248.95,HTTP_412,False,,,,,,,,,,,,,,,,,
517,517.m3u8,https://streaming.televizor-24-tochka.ru/live/517.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/517.m3u8,https://streaming.televizor-24-tochka.ru/live/517.m3u8,nginx,,0,254.46,HTTP_412,False,,,,,,,,,,,,,,,,,
518,518.m3u8,https://streaming.televizor-24-tochka.ru/live/518.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/518.m3u8,https://streaming.televizor-24-tochka.ru/live/518.m3u8,nginx,,0,248.99,HTTP_412,False,,,,,,,,,,,,,,,,,
519,519.m3u8,https://streaming.televizor-24-tochka.ru/live/519.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/519.m3u8,https://streaming.televizor-24-tochka.ru/live/519.m3u8,nginx,,0,249.8,HTTP_412,False,,,,,,,,,,,,,,,,,
520,520.m3u8,https://streaming.televizor-24-tochka.ru/live/520.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/520.m3u8,https://streaming.televizor-24-tochka.ru/live/520.m3u8,nginx,,0,249.43,HTTP_412,False,,,,,,,,,,,,,,,,,
521,521.m3u8,https://streaming.televizor-24-tochka.ru/live/521.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/521.m3u8,https://streaming.televizor-24-tochka.ru/live/521.m3u8,nginx,,0,248.9,HTTP_412,False,,,,,,,,,,,,,,,,,
522,522.m3u8,https://streaming.televizor-24-tochka.ru/live/522.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/522.m3u8,https://streaming.televizor-24-tochka.ru/live/522.m3u8,nginx,,0,252.08,HTTP_412,False,,,,,,,,,,,,,,,,,
523,523.m3u8,https://streaming.televizor-24-tochka.ru/live/523.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/523.m3u8,https://streaming.televizor-24-tochka.ru/live/523.m3u8,nginx,,0,249.21,HTTP_412,False,,,,,,,,,,,,,,,,,
524,524.m3u8,https://streaming.televizor-24-tochka.ru/live/524.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/524.m3u8,https://streaming.televizor-24-tochka.ru/live/524.m3u8,nginx,,0,249.53,HTTP_412,False,,,,,,,,,,,,,,,,,
525,525.m3u8,https://streaming.televizor-24-tochka.ru/live/525.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/525.m3u8,https://streaming.televizor-24-tochka.ru/live/525.m3u8,nginx,,0,247.7,HTTP_412,False,,,,,,,,,,,,,,,,,
526,526.m3u8,https://streaming.televizor-24-tochka.ru/live/526.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/526.m3u8,https://streaming.televizor-24-tochka.ru/live/526.m3u8,nginx,,0,249.49,HTTP_412,False,,,,,,,,,,,,,,,,,
527,527.m3u8,https://streaming.televizor-24-tochka.ru/live/527.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/527.m3u8,https://streaming.televizor-24-tochka.ru/live/527.m3u8,nginx,,0,252.38,HTTP_412,False,,,,,,,,,,,,,,,,,
528,528.m3u8,https://streaming.televizor-24-tochka.ru/live/528.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/528.m3u8,https://streaming.televizor-24-tochka.ru/live/528.m3u8,nginx,,0,249.93,HTTP_412,False,,,,,,,,,,,,,,,,,
529,529.m3u8,https://streaming.televizor-24-tochka.ru/live/529.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/529.m3u8,https://streaming.televizor-24-tochka.ru/live/529.m3u8,nginx,,0,249.43,HTTP_412,False,,,,,,,,,,,,,,,,,
530,530.m3u8,https://streaming.televizor-24-tochka.ru/live/530.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/530.m3u8,https://streaming.televizor-24-tochka.ru/live/530.m3u8,nginx,,0,249.79,HTTP_412,False,,,,,,,,,,,,,,,,,
531,531.m3u8,https://streaming.televizor-24-tochka.ru/live/531.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/531.m3u8,https://streaming.televizor-24-tochka.ru/live/531.m3u8,nginx,,0,249.43,HTTP_412,False,,,,,,,,,,,,,,,,,
532,532.m3u8,https://streaming.televizor-24-tochka.ru/live/532.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/532.m3u8,https://streaming.televizor-24-tochka.ru/live/532.m3u8,nginx,,0,248.77,HTTP_412,False,,,,,,,,,,,,,,,,,
533,533.m3u8,https://streaming.televizor-24-tochka.ru/live/533.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/533.m3u8,https://streaming.televizor-24-tochka.ru/live/533.m3u8,nginx,,0,249.37,HTTP_412,False,,,,,,,,,,,,,,,,,
534,534.m3u8,https://streaming.televizor-24-tochka.ru/live/534.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/534.m3u8,https://streaming.televizor-24-tochka.ru/live/534.m3u8,nginx,,0,248.93,HTTP_412,False,,,,,,,,,,,,,,,,,
535,535.m3u8,https://streaming.televizor-24-tochka.ru/live/535.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/535.m3u8,https://streaming.televizor-24-tochka.ru/live/535.m3u8,nginx,,0,248.32,HTTP_412,False,,,,,,,,,,,,,,,,,
536,536.m3u8,https://streaming.televizor-24-tochka.ru/live/536.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/536.m3u8,https://streaming.televizor-24-tochka.ru/live/536.m3u8,nginx,,0,247.6,HTTP_412,False,,,,,,,,,,,,,,,,,
537,537.m3u8,https://streaming.televizor-24-tochka.ru/live/537.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/537.m3u8,https://streaming.televizor-24-tochka.ru/live/537.m3u8,nginx,,0,250.31,HTTP_412,False,,,,,,,,,,,,,,,,,
538,538.m3u8,https://streaming.televizor-24-tochka.ru/live/538.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/538.m3u8,https://streaming.televizor-24-tochka.ru/live/538.m3u8,nginx,,0,247.72,HTTP_412,False,,,,,,,,,,,,,,,,,
539,539.m3u8,https://streaming.televizor-24-tochka.ru/live/539.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/539.m3u8,https://streaming.televizor-24-tochka.ru/live/539.m3u8,nginx,,0,249.64,HTTP_412,False,,,,,,,,,,,,,,,,,
540,540.m3u8,https://streaming.televizor-24-tochka.ru/live/540.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/540.m3u8,https://streaming.televizor-24-tochka.ru/live/540.m3u8,nginx,,0,248.35,HTTP_412,False,,,,,,,,,,,,,,,,,
541,541.m3u8,https://streaming.televizor-24-tochka.ru/live/541.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/541.m3u8,https://streaming.televizor-24-tochka.ru/live/541.m3u8,nginx,,0,252.28,HTTP_412,False,,,,,,,,,,,,,,,,,
542,542.m3u8,https://streaming.televizor-24-tochka.ru/live/542.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/542.m3u8,https://streaming.televizor-24-tochka.ru/live/542.m3u8,nginx,,0,250.42,HTTP_412,False,,,,,,,,,,,,,,,,,
543,543.m3u8,https://streaming.televizor-24-tochka.ru/live/543.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/543.m3u8,https://streaming.televizor-24-tochka.ru/live/543.m3u8,nginx,,0,249.98,HTTP_412,False,,,,,,,,,,,,,,,,,
544,544.m3u8,https://streaming.televizor-24-tochka.ru/live/544.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/544.m3u8,https://streaming.televizor-24-tochka.ru/live/544.m3u8,nginx,,0,250.31,HTTP_412,False,,,,,,,,,,,,,,,,,
545,545.m3u8,https://streaming.televizor-24-tochka.ru/live/545.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/545.m3u8,https://streaming.televizor-24-tochka.ru/live/545.m3u8,nginx,,0,252.51,HTTP_412,False,,,,,,,,,,,,,,,,,
546,546.m3u8,https://streaming.televizor-24-tochka.ru/live/546.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/546.m3u8,https://streaming.televizor-24-tochka.ru/live/546.m3u8,nginx,,0,248.32,HTTP_412,False,,,,,,,,,,,,,,,,,
547,547.m3u8,https://streaming.televizor-24-tochka.ru/live/547.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/547.m3u8,https://streaming.televizor-24-tochka.ru/live/547.m3u8,nginx,,0,250.26,HTTP_412,False,,,,,,,,,,,,,,,,,
548,548.m3u8,https://streaming.televizor-24-tochka.ru/live/548.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/548.m3u8,https://streaming.televizor-24-tochka.ru/live/548.m3u8,nginx,,0,248.05,HTTP_412,False,,,,,,,,,,,,,,,,,
549,549.m3u8,https://streaming.televizor-24-tochka.ru/live/549.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/549.m3u8,https://streaming.televizor-24-tochka.ru/live/549.m3u8,nginx,,0,248.91,HTTP_412,False,,,,,,,,,,,,,,,,,
550,550.m3u8,https://streaming.televizor-24-tochka.ru/live/550.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/550.m3u8,https://streaming.televizor-24-tochka.ru/live/550.m3u8,nginx,,0,249.77,HTTP_412,False,,,,,,,,,,,,,,,,,
551,551.m3u8,https://streaming.televizor-24-tochka.ru/live/551.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/551.m3u8,https://streaming.televizor-24-tochka.ru/live/551.m3u8,nginx,,0,249.35,HTTP_412,False,,,,,,,,,,,,,,,,,
552,552.m3u8,https://streaming.televizor-24-tochka.ru/live/552.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/552.m3u8,https://streaming.televizor-24-tochka.ru/live/552.m3u8,nginx,,0,253.49,HTTP_412,False,,,,,,,,,,,,,,,,,
553,553.m3u8,https://streaming.televizor-24-tochka.ru/live/553.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/553.m3u8,https://streaming.televizor-24-tochka.ru/live/553.m3u8,nginx,,0,251.05,HTTP_412,False,,,,,,,,,,,,,,,,,
554,554.m3u8,https://streaming.televizor-24-tochka.ru/live/554.m3u8,200,application/vnd.apple.mpegurl,1502,https://streaming.televizor24.cc/live/554.m3u8,https://streaming.televizor-24-tochka.ru/live/554.m3u8,nginx,,1502,1102.71,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 1296000; 4596000; 8096000,426x240; 1920x1080; 1280x720; 852x480; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D402A; mp4a.40.2,avc1.4D4029; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,554-req_offset_28000000-req_window_0-5k_v5.m3u8; 554-req_offset_28000000-req_window_0-5k_v5.m3u8; 554-req_offset_28000000-req_window_0-1k_v5.m3u8; 554-req_offset_28000000-req_window_0-1k_v5.m3u8; 554-req_offset_28000000-req_window_0-2k_v5.m3u8; 554-req_offset_28000000-req_window_0-2k_v5.m3u8; 554-req_offset_28000000-req_window_0-3k_v5.m3u8; 554-req_offset_28000000-req_window_0-3k_v5.m3u8; 554-req_offset_28000000-req_window_0-4k_v5.m3u8; 554-req_offset_28000000-req_window_0-4k_v5.m3u8,
555,555.m3u8,https://streaming.televizor-24-tochka.ru/live/555.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/555.m3u8,https://streaming.televizor-24-tochka.ru/live/555.m3u8,nginx,,0,249.56,HTTP_412,False,,,,,,,,,,,,,,,,,
556,556.m3u8,https://streaming.televizor-24-tochka.ru/live/556.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/556.m3u8,https://streaming.televizor-24-tochka.ru/live/556.m3u8,nginx,,0,248.82,HTTP_412,False,,,,,,,,,,,,,,,,,
557,557.m3u8,https://streaming.televizor-24-tochka.ru/live/557.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/557.m3u8,https://streaming.televizor-24-tochka.ru/live/557.m3u8,nginx,,0,249.89,HTTP_412,False,,,,,,,,,,,,,,,,,
558,558.m3u8,https://streaming.televizor-24-tochka.ru/live/558.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/558.m3u8,https://streaming.televizor-24-tochka.ru/live/558.m3u8,nginx,,0,248.59,HTTP_412,False,,,,,,,,,,,,,,,,,
559,559.m3u8,https://streaming.televizor-24-tochka.ru/live/559.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/559.m3u8,https://streaming.televizor-24-tochka.ru/live/559.m3u8,nginx,,0,314.43,HTTP_412,False,,,,,,,,,,,,,,,,,
560,560.m3u8,https://streaming.televizor-24-tochka.ru/live/560.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/560.m3u8,https://streaming.televizor-24-tochka.ru/live/560.m3u8,nginx,,0,246.99,HTTP_412,False,,,,,,,,,,,,,,,,,
561,561.m3u8,https://streaming.televizor-24-tochka.ru/live/561.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/561.m3u8,https://streaming.televizor-24-tochka.ru/live/561.m3u8,nginx,,0,249.01,HTTP_412,False,,,,,,,,,,,,,,,,,
562,562.m3u8,https://streaming.televizor-24-tochka.ru/live/562.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/562.m3u8,https://streaming.televizor-24-tochka.ru/live/562.m3u8,nginx,,0,252.09,HTTP_412,False,,,,,,,,,,,,,,,,,
