number,filename,url,status,content_type,content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,uris,error
326,326.m3u8,https://streaming.televizor-24-tochka.ru/live/326.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/326.m3u8,https://streaming.televizor-24-tochka.ru/live/326.m3u8,nginx,,0,257.34,HTTP_412,False,,,,,,,,,,,,,,,,,
327,327.m3u8,https://streaming.televizor-24-tochka.ru/live/327.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/327.m3u8,https://streaming.televizor-24-tochka.ru/live/327.m3u8,nginx,,0,252.84,HTTP_412,False,,,,,,,,,,,,,,,,,
328,328.m3u8,https://streaming.televizor-24-tochka.ru/live/328.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/328.m3u8,https://streaming.televizor-24-tochka.ru/live/328.m3u8,nginx,,0,250.91,HTTP_412,False,,,,,,,,,,,,,,,,,
329,329.m3u8,https://streaming.televizor-24-tochka.ru/live/329.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/329.m3u8,https://streaming.televizor-24-tochka.ru/live/329.m3u8,nginx,,0,253.94,HTTP_412,False,,,,,,,,,,,,,,,,,
330,330.m3u8,https://streaming.televizor-24-tochka.ru/live/330.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/330.m3u8,https://streaming.televizor-24-tochka.ru/live/330.m3u8,nginx,,0,249.48,HTTP_412,False,,,,,,,,,,,,,,,,,
331,331.m3u8,https://streaming.televizor-24-tochka.ru/live/331.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/331.m3u8,https://streaming.televizor-24-tochka.ru/live/331.m3u8,nginx,,0,251.45,HTTP_412,False,,,,,,,,,,,,,,,,,
332,332.m3u8,https://streaming.televizor-24-tochka.ru/live/332.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/332.m3u8,https://streaming.televizor-24-tochka.ru/live/332.m3u8,nginx,,0,252.91,HTTP_412,False,,,,,,,,,,,,,,,,,
333,333.m3u8,https://streaming.televizor-24-tochka.ru/live/333.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/333.m3u8,https://streaming.televizor-24-tochka.ru/live/333.m3u8,nginx,,0,250.14,HTTP_412,False,,,,,,,,,,,,,,,,,
334,334.m3u8,https://streaming.televizor-24-tochka.ru/live/334.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/334.m3u8,https://streaming.televizor-24-tochka.ru/live/334.m3u8,nginx,,0,248.51,HTTP_412,False,,,,,,,,,,,,,,,,,
335,335.m3u8,https://streaming.televizor-24-tochka.ru/live/335.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/335.m3u8,https://streaming.televizor-24-tochka.ru/live/335.m3u8,nginx,,0,250.74,HTTP_412,False,,,,,,,,,,,,,,,,,
336,336.m3u8,https://streaming.televizor-24-tochka.ru/live/336.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/336.m3u8,https://streaming.televizor-24-tochka.ru/live/336.m3u8,nginx,,0,251.85,HTTP_412,False,,,,,,,,,,,,,,,,,
337,337.m3u8,https://streaming.televizor-24-tochka.ru/live/337.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/337.m3u8,https://streaming.televizor-24-tochka.ru/live/337.m3u8,nginx,,0,250.94,HTTP_412,False,,,,,,,,,,,,,,,,,
338,338.m3u8,https://streaming.televizor-24-tochka.ru/live/338.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/338.m3u8,https://streaming.televizor-24-tochka.ru/live/338.m3u8,nginx,,0,250.15,HTTP_412,False,,,,,,,,,,,,,,,,,
339,339.m3u8,https://streaming.televizor-24-tochka.ru/live/339.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/339.m3u8,https://streaming.televizor-24-tochka.ru/live/339.m3u8,nginx,,0,250.7,HTTP_412,False,,,,,,,,,,,,,,,,,
340,340.m3u8,https://streaming.televizor-24-tochka.ru/live/340.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/340.m3u8,https://streaming.televizor-24-tochka.ru/live/340.m3u8,nginx,,0,252.33,HTTP_412,False,,,,,,,,,,,,,,,,,
341,341.m3u8,https://streaming.televizor-24-tochka.ru/live/341.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/341.m3u8,https://streaming.televizor-24-tochka.ru/live/341.m3u8,nginx,,0,255.42,HTTP_412,False,,,,,,,,,,,,,,,,,
342,342.m3u8,https://streaming.televizor-24-tochka.ru/live/342.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/342.m3u8,https://streaming.televizor-24-tochka.ru/live/342.m3u8,nginx,,0,249.96,HTTP_412,False,,,,,,,,,,,,,,,,,
343,343.m3u8,https://streaming.televizor-24-tochka.ru/live/343.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/343.m3u8,https://streaming.televizor-24-tochka.ru/live/343.m3u8,nginx,,0,251.72,HTTP_412,False,,,,,,,,,,,,,,,,,
344,344.m3u8,https://streaming.televizor-24-tochka.ru/live/344.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/344.m3u8,https://streaming.televizor-24-tochka.ru/live/344.m3u8,nginx,,0,250.15,HTTP_412,False,,,,,,,,,,,,,,,,,
345,345.m3u8,https://streaming.televizor-24-tochka.ru/live/345.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/345.m3u8,https://streaming.televizor-24-tochka.ru/live/345.m3u8,nginx,,0,250.43,HTTP_412,False,,,,,,,,,,,,,,,,,
346,346.m3u8,https://streaming.televizor-24-tochka.ru/live/346.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/346.m3u8,https://streaming.televizor-24-tochka.ru/live/346.m3u8,nginx,,0,251.33,HTTP_412,False,,,,,,,,,,,,,,,,,
347,347.m3u8,https://streaming.televizor-24-tochka.ru/live/347.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/347.m3u8,https://streaming.televizor-24-tochka.ru/live/347.m3u8,nginx,,0,251.97,HTTP_412,False,,,,,,,,,,,,,,,,,
348,348.m3u8,https://streaming.televizor-24-tochka.ru/live/348.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/348.m3u8,https://streaming.televizor-24-tochka.ru/live/348.m3u8,nginx,,0,250.37,HTTP_412,False,,,,,,,,,,,,,,,,,
349,349.m3u8,https://streaming.televizor-24-tochka.ru/live/349.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/349.m3u8,https://streaming.televizor-24-tochka.ru/live/349.m3u8,nginx,,0,255.19,HTTP_412,False,,,,,,,,,,,,,,,,,
350,350.m3u8,https://streaming.televizor-24-tochka.ru/live/350.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/350.m3u8,https://streaming.televizor-24-tochka.ru/live/350.m3u8,nginx,,0,252.57,HTTP_412,False,,,,,,,,,,,,,,,,,
351,351.m3u8,https://streaming.televizor-24-tochka.ru/live/351.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/351.m3u8,https://streaming.televizor-24-tochka.ru/live/351.m3u8,nginx,,0,250.72,HTTP_412,False,,,,,,,,,,,,,,,,,
352,352.m3u8,https://streaming.televizor-24-tochka.ru/live/352.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/352.m3u8,https://streaming.televizor-24-tochka.ru/live/352.m3u8,nginx,,0,262.3,HTTP_412,False,,,,,,,,,,,,,,,,,
353,353.m3u8,https://streaming.televizor-24-tochka.ru/live/353.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/353.m3u8,https://streaming.televizor-24-tochka.ru/live/353.m3u8,nginx,,0,252.64,HTTP_412,False,,,,,,,,,,,,,,,,,
354,354.m3u8,https://streaming.televizor-24-tochka.ru/live/354.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/354.m3u8,https://streaming.televizor-24-tochka.ru/live/354.m3u8,nginx,,0,249.4,HTTP_412,False,,,,,,,,,,,,,,,,,
355,355.m3u8,https://streaming.televizor-24-tochka.ru/live/355.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/355.m3u8,https://streaming.televizor-24-tochka.ru/live/355.m3u8,nginx,,0,253.78,HTTP_412,False,,,,,,,,,,,,,,,,,
356,356.m3u8,https://streaming.televizor-24-tochka.ru/live/356.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/356.m3u8,https://streaming.televizor-24-tochka.ru/live/356.m3u8,nginx,,0,250.8,HTTP_412,False,,,,,,,,,,,,,,,,,
357,357.m3u8,https://streaming.televizor-24-tochka.ru/live/357.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/357.m3u8,https://streaming.televizor-24-tochka.ru/live/357.m3u8,nginx,,0,248.77,HTTP_412,False,,,,,,,,,,,,,,,,,
358,358.m3u8,https://streaming.televizor-24-tochka.ru/live/358.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/358.m3u8,https://streaming.televizor-24-tochka.ru/live/358.m3u8,nginx,,0,249.17,HTTP_412,False,,,,,,,,,,,,,,,,,
359,359.m3u8,https://streaming.televizor-24-tochka.ru/live/359.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/359.m3u8,https://streaming.televizor-24-tochka.ru/live/359.m3u8,nginx,,0,250.41,HTTP_412,False,,,,,,,,,,,,,,,,,
360,360.m3u8,https://streaming.televizor-24-tochka.ru/live/360.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/360.m3u8,https://streaming.televizor-24-tochka.ru/live/360.m3u8,nginx,,0,249.8,HTTP_412,False,,,,,,,,,,,,,,,,,
361,361.m3u8,https://streaming.televizor-24-tochka.ru/live/361.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/361.m3u8,https://streaming.televizor-24-tochka.ru/live/361.m3u8,nginx,,0,253.6,HTTP_412,False,,,,,,,,,,,,,,,,,
362,362.m3u8,https://streaming.televizor-24-tochka.ru/live/362.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/362.m3u8,https://streaming.televizor-24-tochka.ru/live/362.m3u8,nginx,,0,254.33,HTTP_412,False,,,,,,,,,,,,,,,,,
363,363.m3u8,https://streaming.televizor-24-tochka.ru/live/363.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/363.m3u8,https://streaming.televizor-24-tochka.ru/live/363.m3u8,nginx,,0,253.19,HTTP_412,False,,,,,,,,,,,,,,,,,
364,364.m3u8,https://streaming.televizor-24-tochka.ru/live/364.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/364.m3u8,https://streaming.televizor-24-tochka.ru/live/364.m3u8,nginx,,0,249.73,HTTP_412,False,,,,,,,,,,,,,,,,,
365,365.m3u8,https://streaming.televizor-24-tochka.ru/live/365.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/365.m3u8,https://streaming.televizor-24-tochka.ru/live/365.m3u8,nginx,,0,424.7,HTTP_412,False,,,,,,,,,,,,,,,,,
366,366.m3u8,https://streaming.televizor-24-tochka.ru/live/366.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/366.m3u8,https://streaming.televizor-24-tochka.ru/live/366.m3u8,nginx,,0,252.17,HTTP_412,False,,,,,,,,,,,,,,,,,
367,367.m3u8,https://streaming.televizor-24-tochka.ru/live/367.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/367.m3u8,https://streaming.televizor-24-tochka.ru/live/367.m3u8,nginx,,0,249.93,HTTP_412,False,,,,,,,,,,,,,,,,,
368,368.m3u8,https://streaming.televizor-24-tochka.ru/live/368.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/368.m3u8,https://streaming.televizor-24-tochka.ru/live/368.m3u8,nginx,,0,250.7,HTTP_412,False,,,,,,,,,,,,,,,,,
369,369.m3u8,https://streaming.televizor-24-tochka.ru/live/369.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/369.m3u8,https://streaming.televizor-24-tochka.ru/live/369.m3u8,nginx,,0,254.05,HTTP_412,False,,,,,,,,,,,,,,,,,
370,370.m3u8,https://streaming.televizor-24-tochka.ru/live/370.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/370.m3u8,https://streaming.televizor-24-tochka.ru/live/370.m3u8,nginx,,0,249.22,HTTP_412,False,,,,,,,,,,,,,,,,,
371,371.m3u8,https://streaming.televizor-24-tochka.ru/live/371.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/371.m3u8,https://streaming.televizor-24-tochka.ru/live/371.m3u8,nginx,,0,251.75,HTTP_412,False,,,,,,,,,,,,,,,,,
372,372.m3u8,https://streaming.televizor-24-tochka.ru/live/372.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/372.m3u8,https://streaming.televizor-24-tochka.ru/live/372.m3u8,nginx,,0,251.65,HTTP_412,False,,,,,,,,,,,,,,,,,
373,373.m3u8,https://streaming.televizor-24-tochka.ru/live/373.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/373.m3u8,https://streaming.televizor-24-tochka.ru/live/373.m3u8,nginx,,0,253.26,HTTP_412,False,,,,,,,,,,,,,,,,,
374,374.m3u8,https://streaming.televizor-24-tochka.ru/live/374.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/374.m3u8,https://streaming.televizor-24-tochka.ru/live/374.m3u8,nginx,,0,251.23,HTTP_412,False,,,,,,,,,,,,,,,,,
375,375.m3u8,https://streaming.televizor-24-tochka.ru/live/375.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/375.m3u8,https://streaming.televizor-24-tochka.ru/live/375.m3u8,nginx,,0,249.32,HTTP_412,False,,,,,,,,,,,,,,,,,
376,376.m3u8,https://streaming.televizor-24-tochka.ru/live/376.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/376.m3u8,https://streaming.televizor-24-tochka.ru/live/376.m3u8,nginx,,0,250.31,HTTP_412,False,,,,,,,,,,,,,,,,,
377,377.m3u8,https://streaming.televizor-24-tochka.ru/live/377.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/377.m3u8,https://streaming.televizor-24-tochka.ru/live/377.m3u8,nginx,,0,249.33,HTTP_412,False,,,,,,,,,,,,,,,,,
378,378.m3u8,https://streaming.televizor-24-tochka.ru/live/378.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/378.m3u8,https://streaming.televizor-24-tochka.ru/live/378.m3u8,nginx,,0,248.55,HTTP_412,False,,,,,,,,,,,,,,,,,
379,379.m3u8,https://streaming.televizor-24-tochka.ru/live/379.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/379.m3u8,https://streaming.televizor-24-tochka.ru/live/379.m3u8,nginx,,0,251.34,HTTP_412,False,,,,,,,,,,,,,,,,,
380,380.m3u8,https://streaming.televizor-24-tochka.ru/live/380.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/380.m3u8,https://streaming.televizor-24-tochka.ru/live/380.m3u8,nginx,,0,262.09,HTTP_412,False,,,,,,,,,,,,,,,,,
381,381.m3u8,https://streaming.televizor-24-tochka.ru/live/381.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/381.m3u8,https://streaming.televizor-24-tochka.ru/live/381.m3u8,nginx,,0,247.97,HTTP_412,False,,,,,,,,,,,,,,,,,
382,382.m3u8,https://streaming.televizor-24-tochka.ru/live/382.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/382.m3u8,https://streaming.televizor-24-tochka.ru/live/382.m3u8,nginx,,0,251.38,HTTP_412,False,,,,,,,,,,,,,,,,,
383,383.m3u8,https://streaming.televizor-24-tochka.ru/live/383.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/383.m3u8,https://streaming.televizor-24-tochka.ru/live/383.m3u8,nginx,,0,253.22,HTTP_412,False,,,,,,,,,,,,,,,,,
384,384.m3u8,https://streaming.televizor-24-tochka.ru/live/384.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/384.m3u8,https://streaming.televizor-24-tochka.ru/live/384.m3u8,nginx,,0,251.72,HTTP_412,False,,,,,,,,,,,,,,,,,
385,385.m3u8,https://streaming.televizor-24-tochka.ru/live/385.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/385.m3u8,https://streaming.televizor-24-tochka.ru/live/385.m3u8,nginx,,0,253.98,HTTP_412,False,,,,,,,,,,,,,,,,,
386,386.m3u8,https://streaming.televizor-24-tochka.ru/live/386.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/386.m3u8,https://streaming.televizor-24-tochka.ru/live/386.m3u8,nginx,,0,251.41,HTTP_412,False,,,,,,,,,,,,,,,,,
387,387.m3u8,https://streaming.televizor-24-tochka.ru/live/387.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/387.m3u8,https://streaming.televizor-24-tochka.ru/live/387.m3u8,nginx,,0,252.72,HTTP_412,False,,,,,,,,,,,,,,,,,
388,388.m3u8,https://streaming.televizor-24-tochka.ru/live/388.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/388.m3u8,https://streaming.televizor-24-tochka.ru/live/388.m3u8,nginx,,0,249.38,HTTP_412,False,,,,,,,,,,,,,,,,,
389,389.m3u8,https://streaming.televizor-24-tochka.ru/live/389.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/389.m3u8,https://streaming.televizor-24-tochka.ru/live/389.m3u8,nginx,,0,249.31,HTTP_412,False,,,,,,,,,,,,,,,,,
390,390.m3u8,https://streaming.televizor-24-tochka.ru/live/390.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/390.m3u8,https://streaming.televizor-24-tochka.ru/live/390.m3u8,nginx,,0,251.8,HTTP_412,False,,,,,,,,,,,,,,,,,
391,391.m3u8,https://streaming.televizor-24-tochka.ru/live/391.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/391.m3u8,https://streaming.televizor-24-tochka.ru/live/391.m3u8,nginx,,0,247.91,HTTP_412,False,,,,,,,,,,,,,,,,,
392,392.m3u8,https://streaming.televizor-24-tochka.ru/live/392.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/392.m3u8,https://streaming.televizor-24-tochka.ru/live/392.m3u8,nginx,,0,248.91,HTTP_412,False,,,,,,,,,,,,,,,,,
393,393.m3u8,https://streaming.televizor-24-tochka.ru/live/393.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/393.m3u8,https://streaming.televizor-24-tochka.ru/live/393.m3u8,nginx,,0,248.66,HTTP_412,False,,,,,,,,,,,,,,,,,
394,394.m3u8,https://streaming.televizor-24-tochka.ru/live/394.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/394.m3u8,https://streaming.televizor-24-tochka.ru/live/394.m3u8,nginx,,0,249.17,HTTP_412,False,,,,,,,,,,,,,,,,,
395,395.m3u8,https://streaming.televizor-24-tochka.ru/live/395.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/395.m3u8,https://streaming.televizor-24-tochka.ru/live/395.m3u8,nginx,,0,249.32,HTTP_412,False,,,,,,,,,,,,,,,,,
396,396.m3u8,https://streaming.televizor-24-tochka.ru/live/396.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/396.m3u8,https://streaming.televizor-24-tochka.ru/live/396.m3u8,nginx,,0,252.53,HTTP_412,False,,,,,,,,,,,,,,,,,
397,397.m3u8,https://streaming.televizor-24-tochka.ru/live/397.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/397.m3u8,https://streaming.televizor-24-tochka.ru/live/397.m3u8,nginx,,0,252.47,HTTP_412,False,,,,,,,,,,,,,,,,,
398,398.m3u8,https://streaming.televizor-24-tochka.ru/live/398.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/398.m3u8,https://streaming.televizor-24-tochka.ru/live/398.m3u8,nginx,,0,249.79,HTTP_412,False,,,,,,,,,,,,,,,,,
399,399.m3u8,https://streaming.televizor-24-tochka.ru/live/399.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/399.m3u8,https://streaming.televizor-24-tochka.ru/live/399.m3u8,nginx,,0,1716.36,HTTP_412,False,,,,,,,,,,,,,,,,,
400,400.m3u8,https://streaming.televizor-24-tochka.ru/live/400.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/400.m3u8,https://streaming.televizor-24-tochka.ru/live/400.m3u8,nginx,,0,1267.91,HTTP_404,False,,,,,,,,,,,,,,,,,
401,401.m3u8,https://streaming.televizor-24-tochka.ru/live/401.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/401.m3u8,https://streaming.televizor-24-tochka.ru/live/401.m3u8,nginx,,0,1333.78,HTTP_404,False,,,,,,,,,,,,,,,,,
402,402.m3u8,https://streaming.televizor-24-tochka.ru/live/402.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/402.m3u8,https://streaming.televizor-24-tochka.ru/live/402.m3u8,nginx,,0,1263.58,HTTP_404,False,,,,,,,,,,,,,,,,,
403,403.m3u8,https://streaming.televizor-24-tochka.ru/live/403.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/403.m3u8,https://streaming.televizor-24-tochka.ru/live/403.m3u8,nginx,,0,1261.65,HTTP_404,False,,,,,,,,,,,,,,,,,
404,404.m3u8,https://streaming.televizor-24-tochka.ru/live/404.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/404.m3u8,https://streaming.televizor-24-tochka.ru/live/404.m3u8,nginx,,0,1266.0,HTTP_404,False,,,,,,,,,,,,,,,,,
405,405.m3u8,https://streaming.televizor-24-tochka.ru/live/405.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/405.m3u8,https://streaming.televizor-24-tochka.ru/live/405.m3u8,nginx,,0,1265.7,HTTP_404,False,,,,,,,,,,,,,,,,,
406,406.m3u8,https://streaming.televizor-24-tochka.ru/live/406.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/406.m3u8,https://streaming.televizor-24-tochka.ru/live/406.m3u8,nginx,,0,529.86,HTTP_404,False,,,,,,,,,,,,,,,,,
407,407.m3u8,https://streaming.televizor-24-tochka.ru/live/407.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/407.m3u8,https://streaming.televizor-24-tochka.ru/live/407.m3u8,nginx,,0,1265.7,HTTP_404,False,,,,,,,,,,,,,,,,,
408,408.m3u8,https://streaming.televizor-24-tochka.ru/live/408.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/408.m3u8,https://streaming.televizor-24-tochka.ru/live/408.m3u8,nginx,,0,1264.81,HTTP_404,False,,,,,,,,,,,,,,,,,
409,409.m3u8,https://streaming.televizor-24-tochka.ru/live/409.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/409.m3u8,https://streaming.televizor-24-tochka.ru/live/409.m3u8,nginx,,0,1264.66,HTTP_404,False,,,,,,,,,,,,,,,,,
410,410.m3u8,https://streaming.televizor-24-tochka.ru/live/410.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/410.m3u8,https://streaming.televizor-24-tochka.ru/live/410.m3u8,nginx,,0,1267.32,HTTP_404,False,,,,,,,,,,,,,,,,,
411,411.m3u8,https://streaming.televizor-24-tochka.ru/live/411.m3u8,404,text/plain,64,https://streaming.televizor24.cc/live/411.m3u8,https://streaming.televizor-24-tochka.ru/live/411.m3u8,nginx,,0,387.14,HTTP_404,False,,,,,,,,,,,,,,,,,
412,412.m3u8,https://streaming.televizor-24-tochka.ru/live/412.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/412.m3u8,https://streaming.televizor-24-tochka.ru/live/412.m3u8,nginx,,0,248.59,HTTP_412,False,,,,,,,,,,,,,,,,,
413,413.m3u8,https://streaming.televizor-24-tochka.ru/live/413.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/413.m3u8,https://streaming.televizor-24-tochka.ru/live/413.m3u8,nginx,,0,249.17,HTTP_412,False,,,,,,,,,,,,,,,,,
